file,url,toClicksLink,toClicksExternal,toClicksOther,toClicks,fromClicks
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Matthew_Perry,61671,134177,855,196703,94733
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Wikipedia,229204,811066,1245,1041515,266641
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,J._Robert_Oppenheimer,32453,134226,416,167095,59810
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Queen_(band),65152,217732,3457,286341,261272
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Star_Wars:_The_Rise_of_Skywalker,93794,91395,2500,187689,103355
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Ant-Man_and_the_Wasp:_Quantumania,113225,41271,460,154956,100090
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Joe_Biden,179871,441457,8204,629532,296056
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Freddie_Mercury,90990,570869,5394,667253,255608
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Bipin_Rawat,146385,3444294,44708,3635387,1044422
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Hamas,19497,31588,262,51347,21631
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Meat_Loaf,23412,77168,837,101417,36199
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,The_Batman_(film),131516,267140,7283,405939,314212
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Lisa_Marie_Presley,113868,74015,293,188176,106040
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Simple_Mail_Transfer_Protocol,2738,34158,107,37003,3109
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Khabib_Nurmagomedov,68042,218742,1991,288775,147654
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Squid_Game,57015,721043,15453,793511,369079
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Eddie_Van_Halen,35356,68204,714,104274,40282
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Olivia_Newton-John,25088,79558,946,105592,42723
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Grover,1313,4265,48,5626,1275
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,"Meghan,_Duchess_of_Sussex",71589,207890,1461,280940,147278
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,The_Queen's_Gambit_(miniseries),32288,146276,1474,180038,95857
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Juice_Wrld,60373,688657,5843,754873,287957
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Jeffrey_Epstein,222408,1146853,10214,1379475,675848
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Asia_Cup,2080,25539,50,27669,13756
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Ukraine,78058,446617,10951,535626,249353
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Critical_race_theory,11399,342830,2008,356237,37423
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,William_Murdoch,555,1327,27,1909,324
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Keanu_Reeves,263025,1779005,14766,2056796,1232966
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Royal_Rumble_(2018),6973,4481,157,11611,8143
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Chadwick_Boseman,65514,244331,1259,311104,84368
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,George_H._W._Bush,118926,96034,725,215685,127495
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Pelé,32206,141268,1423,174897,60733
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Jeffrey_Dahmer,25472,221065,2870,249407,109566
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Tom_Brady,112771,595868,6323,714962,278562
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Sushma_Swaraj,5303,17474,95,22872,5751
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Darth_Vader,25413,57530,528,83471,49117
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Black_Panther:_Wakanda_Forever,193213,96182,1112,290507,219096
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,HTTP_cookie,2679,233775,85,236539,16277
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Indian_Premier_League,22246,104409,162,126817,77120
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Central_Park_jogger_case,20227,49702,152,70081,9183
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Mötley_Crüe,29519,94870,1070,125459,141661
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Rami_Malek,90855,278362,1228,370445,152398
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,COVID-19_pandemic_by_country_and_territory,69376,184268,3482,257126,168095
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Lance_Reddick,30881,27521,213,58615,11670
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Vivek_Ramaswamy,714,6499,14,7227,1130
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Croatia,40108,115734,1645,157487,56621
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Hyphen-minus,776,6782017,15727,6798520,698
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2021-12.tsv.gz,Shakira,22145,174784,1695,198624,87592
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Afghanistan,186419,287802,14054,488275,326582
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,John_Wick:_Chapter_4,50857,55798,508,107163,59075
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Coronavirus,9451,77583,1697,88731,23716
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Kate_Spade,49738,57043,290,107071,38093
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Media,62,3793,478,4333,1630
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Charles_III,110,176,59,345,264
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,George_H._W._Bush,168439,120103,921,289463,173467
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Jenna_Ortega,152079,159227,1698,313004,113276
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Top_Gun:_Maverick,100851,158933,5472,265256,198012
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Volodymyr_Zelenskyy,935368,4049359,33175,5017902,2182659
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Rihanna,83223,436139,5471,524833,298096
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,FIFA_World_Cup,83453,303231,10727,397411,233641
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,War_(2019_film),29283,48915,78,78276,20431
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Critical_race_theory,17239,380675,2863,400777,37273
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Lionel_Messi,101046,538976,6337,646359,136105
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Army_of_the_Dead,64688,90633,2117,157438,69824
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Pornhub,54815,432516,14266,501597,96500
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Murder_of_Dee_Dee_Blanchard,14616,105958,414,120988,28315
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Black_Widow_(2021_film),61141,113075,2046,176262,100938
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Puneeth_Rajkumar,39214,142748,1251,183213,83583
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Watts_family_murders,12448,159412,568,172428,50658
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,A_Star_Is_Born_(2018_film),27398,72569,662,100629,47099
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,J._Robert_Oppenheimer,91200,229219,760,321179,123199
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Aquaman_(film),29489,69121,1016,99626,55913
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Alexander_Hamilton,68849,230914,2169,301932,154618
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Irrfan_Khan,33887,49975,79,83941,35713
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Amber_Heard,107614,143631,911,252156,83636
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,The_Queen's_Gambit_(miniseries),23534,79402,942,103878,53150
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,JSON_Web_Token,786,28899,35,29720,1956
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,UEFA_Euro_2020,58690,101014,1775,161479,83509
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Roe_v._Wade,11488,82191,651,94330,28159
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Johnny_Depp,124350,274086,2755,401191,248177
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,R._Kelly,26729,184548,1874,213151,115268
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,XHamster,6829,436172,5988,448989,48397
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Spanish_flu,24564,127163,1469,153196,39154
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Mac_Miller,33189,206087,1532,240808,74412
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Guardians_of_the_Galaxy_Vol._3,77423,32223,310,109956,68272
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Aaron_Carter,22030,77833,689,100552,47940
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Eternals_(film),109086,343860,7832,460778,436590
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Bible,16880,2399766,1856,2418502,30926
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,When_They_See_Us,18097,26313,3322,47732,19780
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,The_Mandalorian,66876,143877,3165,213918,150529
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Stranger_Things_(season_3),17066,30187,416,47669,26383
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Spider-Man:_Far_From_Home,86469,112589,1975,201033,96300
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Godzilla_vs._Kong,43255,76991,1661,121907,65006
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,It_Chapter_Two,29048,57778,682,87508,56711
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,List_of_awards_and_nominations_received_by_Meryl_Streep,12419,14082,185,26686,10797
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,The_Irishman,48388,73884,1525,123797,106453
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Star_Wars:_The_Rise_of_Skywalker,74411,60630,1747,136788,76025
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,The_Lion_King_(2019_film),37802,43429,661,81892,39506
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Elliot_Page,85611,498384,2430,586425,233503
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,United_States_Senate,56175,59018,1540,116733,53074
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,2.0_(film),45743,48501,175,94419,27642
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,ICC_Men's_T20_World_Cup,12955,63165,431,76551,41447
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,The_Idol_(TV_series),17272,8008,14,25294,16941
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Olivia_Newton-John,23852,71767,1108,96727,44487
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Freddie_Mercury,72825,398719,3804,475348,184940
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Dark_Phoenix_(film),46213,42881,541,89635,52752
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Mötley_Crüe,80470,217293,2252,300015,333564
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,State_of_Palestine,57068,144611,229,201908,94699
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Game_of_Thrones,70900,241395,7304,319599,216679
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Joe_Exotic,51927,230068,1450,283445,132349
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Bipin_Rawat,9821,52227,72,62120,18884
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Jimmy_Buffett,10069,54642,702,65413,23863
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Indian_Premier_League,41256,352092,670,394018,242190
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Doctor_Strange_in_the_Multiverse_of_Madness,166572,338457,13388,518417,272155
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Rami_Malek,94878,195481,1053,291412,119069
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Vikram_(2022_film),34636,56056,3763,94455,55328
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Vivek_Ramaswamy,387,7809,54,8250,1320
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Croatia,79586,238200,4342,322128,100833
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Notre-Dame_de_Paris,12147,90837,950,103934,20199
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,The_Kashmir_Files,185842,4551910,21741,4759493,1822010
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Glass_(2019_film),49288,89403,1062,139753,50732
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,"Meghan,_Duchess_of_Sussex",68998,176051,1016,246065,134835
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,The_Weeknd,70213,203967,2681,276861,131884
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Jeffrey_Dahmer,24241,254630,3135,282006,120608
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Naya_Rivera,54902,85476,461,140839,56540
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Rishi_Sunak,16019,192998,2917,211934,114684
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,The_Umbrella_Academy_(TV_series),44085,134869,3369,182323,107264
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,The_Batman_(film),777123,6005034,171472,6953629,4457757
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Antifa_(United_States),8673,51771,120,60564,10649
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,1234,41,1386,29,1456,199
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Simple_Mail_Transfer_Protocol,3236,37988,153,41377,3754
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Ray_Liotta,29236,45564,439,75239,28527
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Adipurush,98379,55665,212,154256,125499
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Jeffrey_Epstein,36204,204515,1698,242417,108338
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Deadpool_2,86173,63115,1918,151206,98624
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,IPv4,10832,40652,168,51652,9860
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Stan_Lee,46031,158782,1151,205964,49379
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Stephen_Hawking,27013,309964,3054,340031,124122
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Article_370_of_the_Constitution_of_India,31415,539107,494,571016,22993
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Tom_Brady,67532,625003,8520,701055,213638
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Once_Upon_a_Time_in_Hollywood,103019,245227,5774,354020,397900
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,The_Shape_of_Water,29735,60752,778,91265,40049
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,2023_Cricket_World_Cup,32627,61455,107,94189,28496
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Eddie_Van_Halen,39794,77770,1026,118590,48014
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Gaza_Strip,21303,32479,327,54109,21075
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,2018_Winter_Olympics,15056,14467,163,29686,18720
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,COVID-19_pandemic,223191,283159,2363,508713,199288
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Manti_Te'o,3647,24485,174,28306,3518
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Atal_Bihari_Vajpayee,46644,75039,138,121821,43465
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Royal_Rumble_(2018),7258,4680,113,12051,8907
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Naomi_Osaka,24137,150476,1158,175771,46289
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Sushant_Singh_Rajput,18914,85080,249,104243,46827
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Cecil_Hotel_(Los_Angeles),7238,83784,192,91214,21577
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Vladimir_Putin,954634,9508903,93897,10557434,4143161
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Chernobyl_disaster,139904,1212466,14692,1367062,482950
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Tonya_Harding,21607,84993,527,107127,28595
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Index_(statistics),139,1528,23,1690,160
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Key_frame,595,5319,15,5929,375
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Valentine's_Day,5462,46461,363,52286,5047
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Dennis_Nilsen,7503,56475,322,64300,16863
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,2022_Russian_invasion_of_Ukraine,5233086,8561004,48552,13842642,7483291
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Qasem_Soleimani,20795,36293,179,57267,30133
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,The_Nun_(2018_film),14048,38269,311,52628,30147
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,NATO,346174,2180268,44930,2571372,833672
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Donald_Trump,237455,491748,8410,737613,428166
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,QAnon,36635,212411,1336,250382,62148
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Juice_Wrld,40589,233971,3074,277634,116437
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,Shakira,21877,162482,1879,186238,86830
hdfs://spark-nn.eemcs.utwente.nl/user/s1934538/clickstream/clickstream-enwiki-2022-03.tsv.gz,The_Witcher_(TV_series),30270,230606,5203,266079,152072
